t,m,c,o,d,value
1900,Sn,concentrate,CHN,CHN,0.0003794512648264
1900,Sn,concentrate,CHN,EU27,0.1265421288248722
1900,Sn,concentrate,CHN,ROW,0.8730784199103012
1900,Sn,concentrate,EU27,CHN,0.0003794512648264
1900,Sn,concentrate,EU27,EU27,0.1265421288248722
1900,Sn,concentrate,EU27,ROW,0.8730784199103012
1900,Sn,concentrate,ROW,CHN,0.0003794512648264
1900,Sn,concentrate,ROW,EU27,0.1265421288248722
1900,Sn,concentrate,ROW,ROW,0.8730784199103013
1900,Sn,refined_metal,CHN,CHN,0.0129616301062314
1900,Sn,refined_metal,CHN,EU27,0.3020388662767663
1900,Sn,refined_metal,CHN,ROW,0.6849995036170022
1900,Sn,refined_metal,EU27,CHN,0.0129616301062314
1900,Sn,refined_metal,EU27,EU27,0.3020388662767664
1900,Sn,refined_metal,EU27,ROW,0.6849995036170022
1900,Sn,refined_metal,ROW,CHN,0.0129616301062314
1900,Sn,refined_metal,ROW,EU27,0.3020388662767663
1900,Sn,refined_metal,ROW,ROW,0.6849995036170022
1900,Sn,scrap,CHN,CHN,0.0079470202985249
1900,Sn,scrap,CHN,EU27,0.6392935978287502
1900,Sn,scrap,CHN,ROW,0.3527593818727248
1900,Sn,scrap,EU27,CHN,0.0079470202985249
1900,Sn,scrap,EU27,EU27,0.6392935978287502
1900,Sn,scrap,EU27,ROW,0.3527593818727249
1900,Sn,scrap,ROW,CHN,0.0079470202985249
1900,Sn,scrap,ROW,EU27,0.6392935978287503
1900,Sn,scrap,ROW,ROW,0.3527593818727249
1900,Zn,concentrate,CHN,CHN,0.0019449369543214
1900,Zn,concentrate,CHN,EU27,0.313597368440549
1900,Zn,concentrate,CHN,ROW,0.6844576946051294
1900,Zn,concentrate,EU27,CHN,0.0019449369543214
1900,Zn,concentrate,EU27,EU27,0.3135973684405491
1900,Zn,concentrate,EU27,ROW,0.6844576946051295
1900,Zn,concentrate,ROW,CHN,0.0019449369543214
1900,Zn,concentrate,ROW,EU27,0.313597368440549
1900,Zn,concentrate,ROW,ROW,0.6844576946051295
1900,Zn,refined_metal,CHN,CHN,0.0015980478255724
1900,Zn,refined_metal,CHN,EU27,0.2889118652654983
1900,Zn,refined_metal,CHN,ROW,0.7094900869089292
1900,Zn,refined_metal,EU27,CHN,0.0015980478255724
1900,Zn,refined_metal,EU27,EU27,0.2889118652654983
1900,Zn,refined_metal,EU27,ROW,0.7094900869089293
1900,Zn,refined_metal,ROW,CHN,0.0015980478255724
1900,Zn,refined_metal,ROW,EU27,0.2889118652654983
1900,Zn,refined_metal,ROW,ROW,0.7094900869089292
1900,Zn,scrap,CHN,CHN,0.1840331778212685
1900,Zn,scrap,CHN,EU27,0.5656378354528668
1900,Zn,scrap,CHN,ROW,0.2503289867258645
1900,Zn,scrap,EU27,CHN,0.1840331778212685
1900,Zn,scrap,EU27,EU27,0.5656378354528668
1900,Zn,scrap,EU27,ROW,0.2503289867258645
1900,Zn,scrap,ROW,CHN,0.1840331778212685
1900,Zn,scrap,ROW,EU27,0.5656378354528668
1900,Zn,scrap,ROW,ROW,0.2503289867258645
1901,Ni,concentrate,CHN,CHN,0.0001016227990357
1901,Ni,concentrate,CHN,EU27,0.0040127325551739
1901,Ni,concentrate,CHN,ROW,0.9958856446457902
1901,Ni,concentrate,EU27,CHN,0.0001016227990357
1901,Ni,concentrate,EU27,EU27,0.0040127325551739
1901,Ni,concentrate,EU27,ROW,0.9958856446457902
1901,Ni,concentrate,ROW,CHN,0.0001016227990357
1901,Ni,concentrate,ROW,EU27,0.0040127325551739
1901,Ni,concentrate,ROW,ROW,0.9958856446457904
1901,Ni,refined_metal,CHN,CHN,0.0008460339668365
1901,Ni,refined_metal,CHN,EU27,0.3434938369055783
1901,Ni,refined_metal,CHN,ROW,0.6556601291275852
1901,Ni,refined_metal,EU27,CHN,0.0008460339668365
1901,Ni,refined_metal,EU27,EU27,0.3434938369055783
1901,Ni,refined_metal,EU27,ROW,0.6556601291275853
1901,Ni,refined_metal,ROW,CHN,0.0008460339668365
1901,Ni,refined_metal,ROW,EU27,0.3434938369055783
1901,Ni,refined_metal,ROW,ROW,0.6556601291275852
1901,Ni,scrap,CHN,CHN,0.004844028159137
1901,Ni,scrap,CHN,EU27,0.2911669438888353
1901,Ni,scrap,CHN,ROW,0.7039890279520276
1901,Ni,scrap,EU27,CHN,0.004844028159137
1901,Ni,scrap,EU27,EU27,0.2911669438888353
1901,Ni,scrap,EU27,ROW,0.7039890279520276
1901,Ni,scrap,ROW,CHN,0.004844028159137
1901,Ni,scrap,ROW,EU27,0.2911669438888353
1901,Ni,scrap,ROW,ROW,0.7039890279520276
1901,Sn,concentrate,CHN,CHN,0.0003794512648264
1901,Sn,concentrate,CHN,EU27,0.1265421288248722
1901,Sn,concentrate,CHN,ROW,0.8730784199103012
1901,Sn,concentrate,EU27,CHN,0.0003794512648264
1901,Sn,concentrate,EU27,EU27,0.1265421288248722
1901,Sn,concentrate,EU27,ROW,0.8730784199103012
1901,Sn,concentrate,ROW,CHN,0.0003794512648264
1901,Sn,concentrate,ROW,EU27,0.1265421288248722
1901,Sn,concentrate,ROW,ROW,0.8730784199103013
1901,Sn,refined_metal,CHN,CHN,0.0129616301062314
1901,Sn,refined_metal,CHN,EU27,0.3020388662767663
1901,Sn,refined_metal,CHN,ROW,0.6849995036170022
1901,Sn,refined_metal,EU27,CHN,0.0129616301062314
1901,Sn,refined_metal,EU27,EU27,0.3020388662767664
1901,Sn,refined_metal,EU27,ROW,0.6849995036170022
1901,Sn,refined_metal,ROW,CHN,0.0129616301062314
1901,Sn,refined_metal,ROW,EU27,0.3020388662767663
1901,Sn,refined_metal,ROW,ROW,0.6849995036170022
1901,Sn,scrap,CHN,CHN,0.0079470202985249
1901,Sn,scrap,CHN,EU27,0.6392935978287502
1901,Sn,scrap,CHN,ROW,0.3527593818727248
1901,Sn,scrap,EU27,CHN,0.0079470202985249
1901,Sn,scrap,EU27,EU27,0.6392935978287502
1901,Sn,scrap,EU27,ROW,0.3527593818727249
1901,Sn,scrap,ROW,CHN,0.0079470202985249
1901,Sn,scrap,ROW,EU27,0.6392935978287503
1901,Sn,scrap,ROW,ROW,0.3527593818727249
1901,Zn,concentrate,CHN,CHN,0.0019449369543214
1901,Zn,concentrate,CHN,EU27,0.313597368440549
1901,Zn,concentrate,CHN,ROW,0.6844576946051294
1901,Zn,concentrate,EU27,CHN,0.0019449369543214
1901,Zn,concentrate,EU27,EU27,0.3135973684405491
1901,Zn,concentrate,EU27,ROW,0.6844576946051295
1901,Zn,concentrate,ROW,CHN,0.0019449369543214
1901,Zn,concentrate,ROW,EU27,0.313597368440549
1901,Zn,concentrate,ROW,ROW,0.6844576946051295
1901,Zn,refined_metal,CHN,CHN,0.0015980478255724
1901,Zn,refined_metal,CHN,EU27,0.2889118652654983
1901,Zn,refined_metal,CHN,ROW,0.7094900869089292
1901,Zn,refined_metal,EU27,CHN,0.0015980478255724
1901,Zn,refined_metal,EU27,EU27,0.2889118652654983
1901,Zn,refined_metal,EU27,ROW,0.7094900869089293
1901,Zn,refined_metal,ROW,CHN,0.0015980478255724
1901,Zn,refined_metal,ROW,EU27,0.2889118652654983
1901,Zn,refined_metal,ROW,ROW,0.7094900869089292
1901,Zn,scrap,CHN,CHN,0.1840331778212685
1901,Zn,scrap,CHN,EU27,0.5656378354528668
1901,Zn,scrap,CHN,ROW,0.2503289867258645
1901,Zn,scrap,EU27,CHN,0.1840331778212685
1901,Zn,scrap,EU27,EU27,0.5656378354528668
1901,Zn,scrap,EU27,ROW,0.2503289867258645
1901,Zn,scrap,ROW,CHN,0.1840331778212685
1901,Zn,scrap,ROW,EU27,0.5656378354528668
1901,Zn,scrap,ROW,ROW,0.2503289867258645
1902,Ni,concentrate,CHN,CHN,0.0001016227990357
1902,Ni,concentrate,CHN,EU27,0.0040127325551739
1902,Ni,concentrate,CHN,ROW,0.9958856446457902
1902,Ni,concentrate,EU27,CHN,0.0001016227990357
1902,Ni,concentrate,EU27,EU27,0.0040127325551739
1902,Ni,concentrate,EU27,ROW,0.9958856446457902
1902,Ni,concentrate,ROW,CHN,0.0001016227990357
1902,Ni,concentrate,ROW,EU27,0.0040127325551739
1902,Ni,concentrate,ROW,ROW,0.9958856446457904
1902,Ni,refined_metal,CHN,CHN,0.0008460339668365
1902,Ni,refined_metal,CHN,EU27,0.3434938369055783
1902,Ni,refined_metal,CHN,ROW,0.6556601291275852
1902,Ni,refined_metal,EU27,CHN,0.0008460339668365
1902,Ni,refined_metal,EU27,EU27,0.3434938369055783
1902,Ni,refined_metal,EU27,ROW,0.6556601291275853
1902,Ni,refined_metal,ROW,CHN,0.0008460339668365
1902,Ni,refined_metal,ROW,EU27,0.3434938369055783
1902,Ni,refined_metal,ROW,ROW,0.6556601291275852
1902,Ni,scrap,CHN,CHN,0.004844028159137
1902,Ni,scrap,CHN,EU27,0.2911669438888353
1902,Ni,scrap,CHN,ROW,0.7039890279520276
1902,Ni,scrap,EU27,CHN,0.004844028159137
1902,Ni,scrap,EU27,EU27,0.2911669438888353
1902,Ni,scrap,EU27,ROW,0.7039890279520276
1902,Ni,scrap,ROW,CHN,0.004844028159137
1902,Ni,scrap,ROW,EU27,0.2911669438888353
1902,Ni,scrap,ROW,ROW,0.7039890279520276
1902,Sn,concentrate,CHN,CHN,0.0003794512648264
1902,Sn,concentrate,CHN,EU27,0.1265421288248722
1902,Sn,concentrate,CHN,ROW,0.8730784199103012
1902,Sn,concentrate,EU27,CHN,0.0003794512648264
1902,Sn,concentrate,EU27,EU27,0.1265421288248722
1902,Sn,concentrate,EU27,ROW,0.8730784199103012
1902,Sn,concentrate,ROW,CHN,0.0003794512648264
1902,Sn,concentrate,ROW,EU27,0.1265421288248722
1902,Sn,concentrate,ROW,ROW,0.8730784199103013
1902,Sn,refined_metal,CHN,CHN,0.0129616301062314
1902,Sn,refined_metal,CHN,EU27,0.3020388662767663
1902,Sn,refined_metal,CHN,ROW,0.6849995036170022
1902,Sn,refined_metal,EU27,CHN,0.0129616301062314
1902,Sn,refined_metal,EU27,EU27,0.3020388662767664
1902,Sn,refined_metal,EU27,ROW,0.6849995036170022
1902,Sn,refined_metal,ROW,CHN,0.0129616301062314
1902,Sn,refined_metal,ROW,EU27,0.3020388662767663
1902,Sn,refined_metal,ROW,ROW,0.6849995036170022
1902,Sn,scrap,CHN,CHN,0.0079470202985249
1902,Sn,scrap,CHN,EU27,0.6392935978287502
1902,Sn,scrap,CHN,ROW,0.3527593818727248
1902,Sn,scrap,EU27,CHN,0.0079470202985249
1902,Sn,scrap,EU27,EU27,0.6392935978287502
1902,Sn,scrap,EU27,ROW,0.3527593818727249
1902,Sn,scrap,ROW,CHN,0.0079470202985249
1902,Sn,scrap,ROW,EU27,0.6392935978287503
1902,Sn,scrap,ROW,ROW,0.3527593818727249
1902,Zn,concentrate,CHN,CHN,0.0019449369543214
1902,Zn,concentrate,CHN,EU27,0.313597368440549
1902,Zn,concentrate,CHN,ROW,0.6844576946051294
1902,Zn,concentrate,EU27,CHN,0.0019449369543214
1902,Zn,concentrate,EU27,EU27,0.3135973684405491
1902,Zn,concentrate,EU27,ROW,0.6844576946051295
1902,Zn,concentrate,ROW,CHN,0.0019449369543214
1902,Zn,concentrate,ROW,EU27,0.313597368440549
1902,Zn,concentrate,ROW,ROW,0.6844576946051295
1902,Zn,refined_metal,CHN,CHN,0.0015980478255724
1902,Zn,refined_metal,CHN,EU27,0.2889118652654983
1902,Zn,refined_metal,CHN,ROW,0.7094900869089292
1902,Zn,refined_metal,EU27,CHN,0.0015980478255724
1902,Zn,refined_metal,EU27,EU27,0.2889118652654983
1902,Zn,refined_metal,EU27,ROW,0.7094900869089293
1902,Zn,refined_metal,ROW,CHN,0.0015980478255724
1902,Zn,refined_metal,ROW,EU27,0.2889118652654983
1902,Zn,refined_metal,ROW,ROW,0.7094900869089292
1902,Zn,scrap,CHN,CHN,0.1840331778212685
1902,Zn,scrap,CHN,EU27,0.5656378354528668
1902,Zn,scrap,CHN,ROW,0.2503289867258645
1902,Zn,scrap,EU27,CHN,0.1840331778212685
1902,Zn,scrap,EU27,EU27,0.5656378354528668
1902,Zn,scrap,EU27,ROW,0.2503289867258645
1902,Zn,scrap,ROW,CHN,0.1840331778212685
1902,Zn,scrap,ROW,EU27,0.5656378354528668
1902,Zn,scrap,ROW,ROW,0.2503289867258645
1903,Ni,concentrate,CHN,CHN,0.0001016227990357
1903,Ni,concentrate,CHN,EU27,0.0040127325551739
1903,Ni,concentrate,CHN,ROW,0.9958856446457902
1903,Ni,concentrate,EU27,CHN,0.0001016227990357
1903,Ni,concentrate,EU27,EU27,0.0040127325551739
1903,Ni,concentrate,EU27,ROW,0.9958856446457902
1903,Ni,concentrate,ROW,CHN,0.0001016227990357
1903,Ni,concentrate,ROW,EU27,0.0040127325551739
1903,Ni,concentrate,ROW,ROW,0.9958856446457904
1903,Ni,refined_metal,CHN,CHN,0.0008460339668365
1903,Ni,refined_metal,CHN,EU27,0.3434938369055783
1903,Ni,refined_metal,CHN,ROW,0.6556601291275852
1903,Ni,refined_metal,EU27,CHN,0.0008460339668365
1903,Ni,refined_metal,EU27,EU27,0.3434938369055783
1903,Ni,refined_metal,EU27,ROW,0.6556601291275853
1903,Ni,refined_metal,ROW,CHN,0.0008460339668365
1903,Ni,refined_metal,ROW,EU27,0.3434938369055783
1903,Ni,refined_metal,ROW,ROW,0.6556601291275852
1903,Ni,scrap,CHN,CHN,0.004844028159137
1903,Ni,scrap,CHN,EU27,0.2911669438888353
1903,Ni,scrap,CHN,ROW,0.7039890279520276
1903,Ni,scrap,EU27,CHN,0.004844028159137
1903,Ni,scrap,EU27,EU27,0.2911669438888353
1903,Ni,scrap,EU27,ROW,0.7039890279520276
1903,Ni,scrap,ROW,CHN,0.004844028159137
1903,Ni,scrap,ROW,EU27,0.2911669438888353
1903,Ni,scrap,ROW,ROW,0.7039890279520276
1903,Sn,concentrate,CHN,CHN,0.0003794512648264
1903,Sn,concentrate,CHN,EU27,0.1265421288248722
1903,Sn,concentrate,CHN,ROW,0.8730784199103012
1903,Sn,concentrate,EU27,CHN,0.0003794512648264
1903,Sn,concentrate,EU27,EU27,0.1265421288248722
1903,Sn,concentrate,EU27,ROW,0.8730784199103012
1903,Sn,concentrate,ROW,CHN,0.0003794512648264
1903,Sn,concentrate,ROW,EU27,0.1265421288248722
1903,Sn,concentrate,ROW,ROW,0.8730784199103013
1903,Sn,refined_metal,CHN,CHN,0.0129616301062314
1903,Sn,refined_metal,CHN,EU27,0.3020388662767663
1903,Sn,refined_metal,CHN,ROW,0.6849995036170022
1903,Sn,refined_metal,EU27,CHN,0.0129616301062314
1903,Sn,refined_metal,EU27,EU27,0.3020388662767664
1903,Sn,refined_metal,EU27,ROW,0.6849995036170022
1903,Sn,refined_metal,ROW,CHN,0.0129616301062314
1903,Sn,refined_metal,ROW,EU27,0.3020388662767663
1903,Sn,refined_metal,ROW,ROW,0.6849995036170022
1903,Sn,scrap,CHN,CHN,0.0079470202985249
1903,Sn,scrap,CHN,EU27,0.6392935978287502
1903,Sn,scrap,CHN,ROW,0.3527593818727248
1903,Sn,scrap,EU27,CHN,0.0079470202985249
1903,Sn,scrap,EU27,EU27,0.6392935978287502
1903,Sn,scrap,EU27,ROW,0.3527593818727249
1903,Sn,scrap,ROW,CHN,0.0079470202985249
1903,Sn,scrap,ROW,EU27,0.6392935978287503
1903,Sn,scrap,ROW,ROW,0.3527593818727249
1903,Zn,concentrate,CHN,CHN,0.0019449369543214
1903,Zn,concentrate,CHN,EU27,0.313597368440549
1903,Zn,concentrate,CHN,ROW,0.6844576946051294
1903,Zn,concentrate,EU27,CHN,0.0019449369543214
1903,Zn,concentrate,EU27,EU27,0.3135973684405491
1903,Zn,concentrate,EU27,ROW,0.6844576946051295
1903,Zn,concentrate,ROW,CHN,0.0019449369543214
1903,Zn,concentrate,ROW,EU27,0.313597368440549
1903,Zn,concentrate,ROW,ROW,0.6844576946051295
1903,Zn,refined_metal,CHN,CHN,0.0015980478255724
1903,Zn,refined_metal,CHN,EU27,0.2889118652654983
1903,Zn,refined_metal,CHN,ROW,0.7094900869089292
1903,Zn,refined_metal,EU27,CHN,0.0015980478255724
1903,Zn,refined_metal,EU27,EU27,0.2889118652654983
1903,Zn,refined_metal,EU27,ROW,0.7094900869089293
1903,Zn,refined_metal,ROW,CHN,0.0015980478255724
1903,Zn,refined_metal,ROW,EU27,0.2889118652654983
1903,Zn,refined_metal,ROW,ROW,0.7094900869089292
1903,Zn,scrap,CHN,CHN,0.1840331778212685
1903,Zn,scrap,CHN,EU27,0.5656378354528668
1903,Zn,scrap,CHN,ROW,0.2503289867258645
1903,Zn,scrap,EU27,CHN,0.1840331778212685
1903,Zn,scrap,EU27,EU27,0.5656378354528668
1903,Zn,scrap,EU27,ROW,0.2503289867258645
1903,Zn,scrap,ROW,CHN,0.1840331778212685
1903,Zn,scrap,ROW,EU27,0.5656378354528668
1903,Zn,scrap,ROW,ROW,0.2503289867258645
1904,Ni,concentrate,CHN,CHN,0.0001016227990357
1904,Ni,concentrate,CHN,EU27,0.0040127325551739
1904,Ni,concentrate,CHN,ROW,0.9958856446457902
1904,Ni,concentrate,EU27,CHN,0.0001016227990357
1904,Ni,concentrate,EU27,EU27,0.0040127325551739
1904,Ni,concentrate,EU27,ROW,0.9958856446457902
1904,Ni,concentrate,ROW,CHN,0.0001016227990357
1904,Ni,concentrate,ROW,EU27,0.0040127325551739
1904,Ni,concentrate,ROW,ROW,0.9958856446457904
1904,Ni,refined_metal,CHN,CHN,0.0008460339668365
1904,Ni,refined_metal,CHN,EU27,0.3434938369055783
1904,Ni,refined_metal,CHN,ROW,0.6556601291275852
1904,Ni,refined_metal,EU27,CHN,0.0008460339668365
1904,Ni,refined_metal,EU27,EU27,0.3434938369055783
1904,Ni,refined_metal,EU27,ROW,0.6556601291275853
1904,Ni,refined_metal,ROW,CHN,0.0008460339668365
1904,Ni,refined_metal,ROW,EU27,0.3434938369055783
1904,Ni,refined_metal,ROW,ROW,0.6556601291275852
1904,Ni,scrap,CHN,CHN,0.004844028159137
1904,Ni,scrap,CHN,EU27,0.2911669438888353
1904,Ni,scrap,CHN,ROW,0.7039890279520276
1904,Ni,scrap,EU27,CHN,0.004844028159137
1904,Ni,scrap,EU27,EU27,0.2911669438888353
1904,Ni,scrap,EU27,ROW,0.7039890279520276
1904,Ni,scrap,ROW,CHN,0.004844028159137
1904,Ni,scrap,ROW,EU27,0.2911669438888353
1904,Ni,scrap,ROW,ROW,0.7039890279520276
1904,Sn,concentrate,CHN,CHN,0.0003794512648264
1904,Sn,concentrate,CHN,EU27,0.1265421288248722
1904,Sn,concentrate,CHN,ROW,0.8730784199103012
1904,Sn,concentrate,EU27,CHN,0.0003794512648264
1904,Sn,concentrate,EU27,EU27,0.1265421288248722
1904,Sn,concentrate,EU27,ROW,0.8730784199103012
1904,Sn,concentrate,ROW,CHN,0.0003794512648264
1904,Sn,concentrate,ROW,EU27,0.1265421288248722
1904,Sn,concentrate,ROW,ROW,0.8730784199103013
1904,Sn,refined_metal,CHN,CHN,0.0129616301062314
1904,Sn,refined_metal,CHN,EU27,0.3020388662767663
1904,Sn,refined_metal,CHN,ROW,0.6849995036170022
1904,Sn,refined_metal,EU27,CHN,0.0129616301062314
1904,Sn,refined_metal,EU27,EU27,0.3020388662767664
1904,Sn,refined_metal,EU27,ROW,0.6849995036170022
1904,Sn,refined_metal,ROW,CHN,0.0129616301062314
1904,Sn,refined_metal,ROW,EU27,0.3020388662767663
1904,Sn,refined_metal,ROW,ROW,0.6849995036170022
1904,Sn,scrap,CHN,CHN,0.0079470202985249
1904,Sn,scrap,CHN,EU27,0.6392935978287502
1904,Sn,scrap,CHN,ROW,0.3527593818727248
1904,Sn,scrap,EU27,CHN,0.0079470202985249
1904,Sn,scrap,EU27,EU27,0.6392935978287502
1904,Sn,scrap,EU27,ROW,0.3527593818727249
1904,Sn,scrap,ROW,CHN,0.0079470202985249
1904,Sn,scrap,ROW,EU27,0.6392935978287503
1904,Sn,scrap,ROW,ROW,0.3527593818727249
1904,Zn,concentrate,CHN,CHN,0.0019449369543214
1904,Zn,concentrate,CHN,EU27,0.313597368440549
1904,Zn,concentrate,CHN,ROW,0.6844576946051294
1904,Zn,concentrate,EU27,CHN,0.0019449369543214
1904,Zn,concentrate,EU27,EU27,0.3135973684405491
1904,Zn,concentrate,EU27,ROW,0.6844576946051295
1904,Zn,concentrate,ROW,CHN,0.0019449369543214
1904,Zn,concentrate,ROW,EU27,0.313597368440549
1904,Zn,concentrate,ROW,ROW,0.6844576946051295
1904,Zn,refined_metal,CHN,CHN,0.0015980478255724
1904,Zn,refined_metal,CHN,EU27,0.2889118652654983
1904,Zn,refined_metal,CHN,ROW,0.7094900869089292
1904,Zn,refined_metal,EU27,CHN,0.0015980478255724
1904,Zn,refined_metal,EU27,EU27,0.2889118652654983
1904,Zn,refined_metal,EU27,ROW,0.7094900869089293
1904,Zn,refined_metal,ROW,CHN,0.0015980478255724
1904,Zn,refined_metal,ROW,EU27,0.2889118652654983
1904,Zn,refined_metal,ROW,ROW,0.7094900869089292
1904,Zn,scrap,CHN,CHN,0.1840331778212685
1904,Zn,scrap,CHN,EU27,0.5656378354528668
1904,Zn,scrap,CHN,ROW,0.2503289867258645
1904,Zn,scrap,EU27,CHN,0.1840331778212685
1904,Zn,scrap,EU27,EU27,0.5656378354528668
1904,Zn,scrap,EU27,ROW,0.2503289867258645
1904,Zn,scrap,ROW,CHN,0.1840331778212685
1904,Zn,scrap,ROW,EU27,0.5656378354528668
1904,Zn,scrap,ROW,ROW,0.2503289867258645
1905,Ni,concentrate,CHN,CHN,0.0001016227990357
1905,Ni,concentrate,CHN,EU27,0.0040127325551739
1905,Ni,concentrate,CHN,ROW,0.9958856446457902
1905,Ni,concentrate,EU27,CHN,0.0001016227990357
1905,Ni,concentrate,EU27,EU27,0.0040127325551739
1905,Ni,concentrate,EU27,ROW,0.9958856446457902
1905,Ni,concentrate,ROW,CHN,0.0001016227990357
1905,Ni,concentrate,ROW,EU27,0.0040127325551739
1905,Ni,concentrate,ROW,ROW,0.9958856446457904
1905,Ni,refined_metal,CHN,CHN,0.0008460339668365
1905,Ni,refined_metal,CHN,EU27,0.3434938369055783
1905,Ni,refined_metal,CHN,ROW,0.6556601291275852
1905,Ni,refined_metal,EU27,CHN,0.0008460339668365
1905,Ni,refined_metal,EU27,EU27,0.3434938369055783
1905,Ni,refined_metal,EU27,ROW,0.6556601291275853
1905,Ni,refined_metal,ROW,CHN,0.0008460339668365
1905,Ni,refined_metal,ROW,EU27,0.3434938369055783
1905,Ni,refined_metal,ROW,ROW,0.6556601291275852
1905,Ni,scrap,CHN,CHN,0.004844028159137
1905,Ni,scrap,CHN,EU27,0.2911669438888353
1905,Ni,scrap,CHN,ROW,0.7039890279520276
1905,Ni,scrap,EU27,CHN,0.004844028159137
1905,Ni,scrap,EU27,EU27,0.2911669438888353
1905,Ni,scrap,EU27,ROW,0.7039890279520276
1905,Ni,scrap,ROW,CHN,0.004844028159137
1905,Ni,scrap,ROW,EU27,0.2911669438888353
1905,Ni,scrap,ROW,ROW,0.7039890279520276
1905,Sn,concentrate,CHN,CHN,0.0003794512648264
1905,Sn,concentrate,CHN,EU27,0.1265421288248722
1905,Sn,concentrate,CHN,ROW,0.8730784199103012
1905,Sn,concentrate,EU27,CHN,0.0003794512648264
1905,Sn,concentrate,EU27,EU27,0.1265421288248722
1905,Sn,concentrate,EU27,ROW,0.8730784199103012
1905,Sn,concentrate,ROW,CHN,0.0003794512648264
1905,Sn,concentrate,ROW,EU27,0.1265421288248722
1905,Sn,concentrate,ROW,ROW,0.8730784199103013
1905,Sn,refined_metal,CHN,CHN,0.0129616301062314
1905,Sn,refined_metal,CHN,EU27,0.3020388662767663
1905,Sn,refined_metal,CHN,ROW,0.6849995036170022
1905,Sn,refined_metal,EU27,CHN,0.0129616301062314
1905,Sn,refined_metal,EU27,EU27,0.3020388662767664
1905,Sn,refined_metal,EU27,ROW,0.6849995036170022
1905,Sn,refined_metal,ROW,CHN,0.0129616301062314
1905,Sn,refined_metal,ROW,EU27,0.3020388662767663
1905,Sn,refined_metal,ROW,ROW,0.6849995036170022
1905,Sn,scrap,CHN,CHN,0.0079470202985249
1905,Sn,scrap,CHN,EU27,0.6392935978287502
1905,Sn,scrap,CHN,ROW,0.3527593818727248
1905,Sn,scrap,EU27,CHN,0.0079470202985249
1905,Sn,scrap,EU27,EU27,0.6392935978287502
1905,Sn,scrap,EU27,ROW,0.3527593818727249
1905,Sn,scrap,ROW,CHN,0.0079470202985249
1905,Sn,scrap,ROW,EU27,0.6392935978287503
1905,Sn,scrap,ROW,ROW,0.3527593818727249
1905,Zn,concentrate,CHN,CHN,0.0019449369543214
1905,Zn,concentrate,CHN,EU27,0.313597368440549
1905,Zn,concentrate,CHN,ROW,0.6844576946051294
1905,Zn,concentrate,EU27,CHN,0.0019449369543214
1905,Zn,concentrate,EU27,EU27,0.3135973684405491
1905,Zn,concentrate,EU27,ROW,0.6844576946051295
1905,Zn,concentrate,ROW,CHN,0.0019449369543214
1905,Zn,concentrate,ROW,EU27,0.313597368440549
1905,Zn,concentrate,ROW,ROW,0.6844576946051295
1905,Zn,refined_metal,CHN,CHN,0.0015980478255724
1905,Zn,refined_metal,CHN,EU27,0.2889118652654983
1905,Zn,refined_metal,CHN,ROW,0.7094900869089292
1905,Zn,refined_metal,EU27,CHN,0.0015980478255724
1905,Zn,refined_metal,EU27,EU27,0.2889118652654983
1905,Zn,refined_metal,EU27,ROW,0.7094900869089293
1905,Zn,refined_metal,ROW,CHN,0.0015980478255724
1905,Zn,refined_metal,ROW,EU27,0.2889118652654983
1905,Zn,refined_metal,ROW,ROW,0.7094900869089292
1905,Zn,scrap,CHN,CHN,0.1840331778212685
1905,Zn,scrap,CHN,EU27,0.5656378354528668
1905,Zn,scrap,CHN,ROW,0.2503289867258645
1905,Zn,scrap,EU27,CHN,0.1840331778212685
1905,Zn,scrap,EU27,EU27,0.5656378354528668
1905,Zn,scrap,EU27,ROW,0.2503289867258645
1905,Zn,scrap,ROW,CHN,0.1840331778212685
1905,Zn,scrap,ROW,EU27,0.5656378354528668
1905,Zn,scrap,ROW,ROW,0.2503289867258645
1906,Ni,concentrate,CHN,CHN,0.0001016227990357
1906,Ni,concentrate,CHN,EU27,0.0040127325551739
1906,Ni,concentrate,CHN,ROW,0.9958856446457902
1906,Ni,concentrate,EU27,CHN,0.0001016227990357
1906,Ni,concentrate,EU27,EU27,0.0040127325551739
1906,Ni,concentrate,EU27,ROW,0.9958856446457902
1906,Ni,concentrate,ROW,CHN,0.0001016227990357
1906,Ni,concentrate,ROW,EU27,0.0040127325551739
1906,Ni,concentrate,ROW,ROW,0.9958856446457904
1906,Ni,refined_metal,CHN,CHN,0.0008460339668365
1906,Ni,refined_metal,CHN,EU27,0.3434938369055783
1906,Ni,refined_metal,CHN,ROW,0.6556601291275852
1906,Ni,refined_metal,EU27,CHN,0.0008460339668365
1906,Ni,refined_metal,EU27,EU27,0.3434938369055783
1906,Ni,refined_metal,EU27,ROW,0.6556601291275853
1906,Ni,refined_metal,ROW,CHN,0.0008460339668365
1906,Ni,refined_metal,ROW,EU27,0.3434938369055783
1906,Ni,refined_metal,ROW,ROW,0.6556601291275852
1906,Ni,scrap,CHN,CHN,0.004844028159137
1906,Ni,scrap,CHN,EU27,0.2911669438888353
1906,Ni,scrap,CHN,ROW,0.7039890279520276
1906,Ni,scrap,EU27,CHN,0.004844028159137
1906,Ni,scrap,EU27,EU27,0.2911669438888353
1906,Ni,scrap,EU27,ROW,0.7039890279520276
